1	0.0	
2	0.0	
3	0.049949072	
4	0.0	
5	0.0	
6	0.0	
7	0.03824518	
8	0.07982544	
9	0.029691046	
10	0.072907634	
11	0.042329278	
12	0.0	
13	0.03687643	
14	0.48157373	
15	0.113022655	
16	0.0	
17	0.03574466	
18	0.0	
19	0.0	
20	0.03834955	
21	0.11483137	
22	0.0	
23	0.0	
24	0.0	
25	0.04284175	
26	0.050866805	
27	0.13072194	
28	0.030053651	
29	0.0	
30	0.0	
31	0.042845827	
32	0.032592535	
33	0.0	
34	0.091024384	
35	0.0	
36	0.0	
37	0.0	
38	0.080143645	
39	0.0669526	
40	0.11197652	
41	0.0	
42	0.0	
43	0.0	
44	0.04265835	
45	0.0	
46	0.0	
47	0.0	
48	0.0	
49	0.0007440903	
50	0.06569762	
51	0.0	
52	0.02752744	
53	0.14631382	
54	0.19247344	
55	0.1937287	
56	0.04096019	
57	0.0	
58	0.0	
59	0.0	
60	0.036203533	
61	0.0	
62	0.057078753	
63	0.0	
64	0.063332275	
65	0.0	
66	0.04175696	
67	0.0	
68	0.0	
69	0.0	
70	0.16778174	
71	0.0	
72	0.03958221	
73	0.10471585	
74	0.0	
75	0.030616263	
76	0.0	
77	0.0	
78	0.09081314	
79	0.0	
80	0.03854916	
81	0.13263103	
82	0.0	
83	0.0	
84	0.050550826	
85	0.0	
86	0.057866782	
87	0.0	
88	0.17546849	
89	0.09938841	
90	0.0	
91	0.035071522	
92	0.0	
93	0.09952453	
94	0.0	
95	0.056661624	
96	0.0	
97	0.10040854	
98	0.0	
99	0.0	
100	0.0	
101	0.03137546	
102	0.0	
103	0.0	
104	0.060772516	
105	0.028665023	
106	0.045569737	
107	0.03188914	
108	0.0	
109	0.090652585	
110	0.13505596	
111	0.036543515	
112	0.0	
113	0.04580666	
114	0.032763813	
115	0.14646646	
116	0.109615445	
117	0.038069643	
118	0.13201961	
119	0.03633032	
120	0.0	
121	0.0	
122	0.036396656	
123	0.0	
124	0.04130493	
125	0.0	
126	0.0	
127	0.0	
128	0.0	
129	0.060865816	
130	0.0	
131	0.08425959	
132	0.04409487	
133	0.0	
134	0.035321027	
135	0.0	
136	0.030136555	
137	0.37988928	
138	0.0	
139	0.0	
140	0.05768454	
141	0.061621845	
142	0.0	
143	0.0	
144	0.036214903	
145	0.047233116	
146	0.029508173	
147	0.0	
148	0.029322837	
149	0.0	
150	0.0	
151	0.0	
152	0.0	
153	0.06346265	
154	0.0	
155	0.04971635	
156	0.072084226	
157	0.04087878	
158	0.063299984	
159	0.0	
160	0.034248315	
161	0.056417167	
162	0.0	
163	0.087194964	
164	0.0	
165	0.0	
166	0.0	
167	0.04736057	
168	0.116609104	
169	0.0	
170	0.0	
171	0.0	
172	0.0	
173	0.0	
174	0.04045536	
175	0.0	
176	0.0	
177	0.0069271475	
178	0.0	
179	0.035468433	
180	0.053254273	
181	0.19778347	
182	0.09085977	
183	0.0	
184	0.07537091	
185	0.0	
